bet_id,user_id,channel,stake_amount,minutes_before_close,bets_last_7d,win_rate_last_30d,ip_risk,geo_risk,num_picks,suspicious
135,1288.0,web,120.68,69,3,0.1576372606903792,0,0,3,0
136,7871.0,web,36.43,54,2,0.0,0,0,3,1
137,5257.0,web,25.91,70,2,0.1550255871464182,0,0,7,0
138,5141.0,android,39.85,144,7,0.2207177383443274,0,0,6,0
139,7542.0,web,16.43,150,1,0.2431192918299962,0,0,5,1
140,3912.0,android,193.74,97,3,0.0757666476127962,0,0,1,1
141,1290.0,android,63.95,162,3,0.1660414119283609,0,0,5,1
142,9048.0,web,46.73,57,4,0.1203952195473385,0,0,5,0
143,1265.0,web,123.04,124,5,0.347071992458419,0,0,5,1
144,2993.0,ios,47.74,81,6,0.3211299637483811,0,0,6,0
145,1269.0,android,14.54,87,0,0.2379088600961968,0,0,1,0
146,5011.0,ios,93.65,132,3,0.3375322912397306,0,0,2,1
147,3049.0,web,49.15,175,5,0.2315353289326431,0,0,4,1
148,2006.0,web,35.34,97,4,0.1524874238888487,0,1,4,1
149,7101.0,web,28.77,113,4,0.1104645242549624,0,0,3,0
150,7399.0,ios,70.56,77,5,0.0641194204739655,0,0,6,0
151,3624.0,android,99.34,12,2,0.0706527316832206,0,0,1,0
152,7605.0,web,26.96,156,7,0.1735628934908222,0,0,6,1
153,6946.0,android,99.02,36,13,0.1471464946677961,0,0,1,1
154,4578.0,web,125.13,53,6,0.1776513532304805,0,0,7,0
155,7683.0,web,9.38,148,5,0.1701206651827223,0,0,7,0
156,5252.0,android,45.69,9,7,0.2015548142350982,0,0,7,0
157,8927.0,web,65.97,106,4,0.2872813652899557,0,0,1,0
158,7572.0,android,51.54,114,8,0.06686533699763,0,0,3,0
159,9115.0,web,85.92,125,3,0.0523886521210954,0,0,1,0
160,7966.0,ios,63.37,25,6,0.1805625010440504,1,0,6,1
161,4370.0,kiosk,41.86,125,2,0.1839568238965395,0,0,5,1
162,2372.0,ios,73.31,143,5,0.2112237505758101,0,0,7,1
163,2664.0,web,70.44,168,5,0.1751309638923447,0,0,2,0
164,4282.0,ios,51.83,7,7,0.1427455955510181,0,0,6,1
165,4520.0,android,48.69,63,3,0.0,0,0,7,0
166,3569.0,android,48.95,143,4,0.1954841046391509,0,0,3,1
167,9368.0,web,183.03,96,3,0.2160595166124478,0,0,4,0
168,7783.0,ios,31.61,17,5,0.1251452373942904,0,0,6,1
169,8685.0,android,133.25,22,3,0.1024330319919628,0,1,1,0
170,6013.0,android,15.86,145,7,0.1798332850318088,0,0,3,0
171,9203.0,web,10.67,81,5,0.1862726395896551,0,0,7,1
172,1808.0,web,75.95,165,2,0.2686590463696968,0,0,4,0
173,2948.0,web,110.9,68,8,0.1576864972389703,0,0,3,1
174,8531.0,android,35.88,100,4,0.1308964204905953,0,0,7,1
175,7193.0,ios,46.1,1,2,0.2377891021113097,0,1,5,1
176,1366.0,android,49.75,39,8,0.0,0,0,4,1
177,7634.0,android,48.44,159,1,0.1092823541175943,0,1,4,1
178,3484.0,ios,89.81,57,4,0.1365265709389859,0,0,4,0
179,7128.0,ios,87.14,166,3,0.2052639781616289,0,0,3,0
180,9839.0,web,88.95,179,7,0.1879957529261547,0,0,1,0
181,2519.0,android,105.77,89,5,0.1728126779310765,0,0,6,0
182,7834.0,web,71.7,168,8,0.0679400651352199,1,0,5,0
183,7990.0,android,50.75,35,8,0.2396978507654291,0,1,4,0
184,1559.0,web,95.84,147,5,0.1804203942660988,0,0,2,0
185,1958.0,web,75.67,119,5,0.2316724755231509,0,0,4,1
186,8379.0,web,97.26,72,4,0.2006153433693847,0,0,7,0
187,2101.0,web,48.29,23,5,0.1132504123267985,1,0,3,0
188,4608.0,android,69.71,57,7,0.3482991200177701,0,0,6,0
189,2091.0,android,38.35,29,2,0.1930025046951659,0,0,4,0
190,8729.0,web,52.55,154,7,0.1769259472183843,0,0,7,1
191,8658.0,ios,74.87,42,3,0.3454515872596368,0,0,3,0
192,5427.0,android,38.82,60,4,0.069819007808516,0,0,2,0
193,9027.0,android,56.08,126,5,0.3609596395614965,0,0,4,0
194,8236.0,android,24.81,144,6,0.1061042861760484,1,0,7,0
195,5703.0,web,31.05,179,6,0.0841727148882823,0,0,1,1
196,1763.0,kiosk,49.1,92,8,0.0499890043772758,0,0,4,1
197,8153.0,web,100.37,74,5,0.2848949125997668,0,0,6,1
198,4934.0,web,144.55,97,6,0.1202504203008676,0,0,3,0
199,4948.0,android,35.12,108,9,0.0462108000308499,0,0,4,1
200,3475.0,ios,114.05,43,3,0.0946907815600348,0,0,7,0
201,4472.0,web,107.47,89,2,0.1617547597418124,0,0,2,1
202,2658.0,android,52.13,43,7,0.1885244664719283,0,0,3,1
203,4937.0,ios,62.04,95,6,0.0316721585306433,0,0,2,1
204,1520.0,web,76.91,24,4,0.1059560050203741,1,1,2,1
205,8009.0,android,86.0,168,6,0.0416000039714565,0,0,5,0
206,2743.0,ios,50.25,163,5,0.2210644967855358,0,0,1,0
207,2570.0,ios,27.47,12,4,0.084237328418672,0,0,4,1
208,9452.0,web,56.85,137,4,0.2624689200422276,0,0,1,0
209,6431.0,web,58.33,80,7,0.3453860145568695,0,0,5,0
210,7577.0,android,65.8,119,5,0.0886102449790725,0,0,2,0
211,8574.0,web,20.8,90,2,0.0073486794774053,0,0,6,0
212,1018.0,ios,112.16,37,6,0.2799884024934733,0,0,4,1
213,4013.0,web,58.04,153,3,0.0627860596597936,0,0,6,0
214,4943.0,android,63.58,157,3,0.1787190942019903,0,0,3,0
215,5343.0,android,91.67,47,9,0.1915368560384058,0,0,2,1
216,9197.0,kiosk,13.29,170,6,0.0976967486854276,0,0,2,0
217,2669.0,android,116.17,169,6,0.1596937215424038,0,0,1,0
218,2862.0,web,140.99,137,7,0.3268044064455061,0,0,3,1
219,4229.0,web,157.11,38,11,0.1639958750501856,0,0,5,1
220,6520.0,android,50.1,62,4,0.2073718798189766,0,0,3,1
221,1938.0,ios,201.08,121,10,0.2462924506139233,0,0,7,1
222,4140.0,web,104.74,113,1,0.1593115234551529,0,0,3,1
223,9430.0,kiosk,94.38,102,6,0.2904472097119879,0,0,3,0
224,6837.0,ios,111.76,143,4,0.0765915167383397,0,0,6,1
225,6570.0,web,34.15,6,11,0.0,0,1,1,0
226,3870.0,web,99.3,3,7,0.1454042474947979,0,0,7,1
227,6208.0,web,67.05,40,3,0.1002258517571,0,0,1,0
228,9283.0,ios,115.92,20,10,0.1848752747233973,0,0,1,1
229,4088.0,web,25.41,115,6,0.1807384948296333,0,0,7,1
230,6500.0,web,10.71,12,4,0.1473267763625521,0,0,4,0
231,1645.0,android,62.45,91,4,0.1265950622415567,0,0,2,1
232,9296.0,kiosk,123.39,48,6,0.1134137497688779,0,0,4,1
233,1605.0,web,87.15,174,4,0.1258418649825552,0,0,6,1
234,7217.0,android,16.3,28,2,0.0,0,0,1,0
235,8596.0,android,78.4,126,6,0.1465747608895141,0,0,2,0
236,5791.0,android,97.5,51,5,0.1813184157850701,0,0,4,0
237,7439.0,web,45.29,142,3,0.310888463558757,0,0,6,0
238,2214.0,android,70.96,166,3,0.2315005010679175,0,0,3,1
239,2410.0,ios,66.57,50,7,0.0901620545966134,0,0,2,0
240,3597.0,kiosk,51.28,22,7,0.1984860989029666,0,0,7,0
241,5438.0,android,83.74,141,6,0.2723147184246115,0,0,6,1
242,6385.0,android,108.54,66,4,0.2405852234971395,0,0,1,1
243,4599.0,android,11.2,87,8,0.1676556529793378,0,0,1,0
244,2941.0,android,63.18,90,8,0.1068694552828095,0,0,4,0
245,4540.0,android,89.67,145,7,0.1685962398461221,0,0,5,0
246,5992.0,ios,141.64,53,9,0.1084525102104948,0,0,1,0
247,5308.0,android,153.03,59,2,0.2391673522371102,0,0,6,0
248,4211.0,android,13.57,98,8,0.0517641659847197,0,0,3,0
249,8204.0,android,122.4,37,7,0.2593194604572983,0,1,4,0
250,8917.0,web,87.21,123,5,0.1771757204165996,1,0,6,1
251,4755.0,web,37.08,143,7,0.0544322020646362,0,0,6,0
252,7270.0,web,133.99,37,2,0.136866834099774,0,0,2,1
253,6395.0,web,44.33,108,2,0.0539998316711388,0,0,2,0
254,9167.0,android,165.83,100,5,0.1250398977203274,0,0,3,0
255,9626.0,android,43.83,70,4,0.2577361275180737,0,0,5,0
256,3275.0,android,120.58,109,7,0.2382857107189526,1,0,1,0
257,8038.0,android,27.41,3,7,0.0733246833755597,0,0,3,0
258,6665.0,web,50.67,118,9,0.1714314042849621,0,0,2,0
259,3824.0,android,129.01,49,3,0.0527937273976049,0,0,1,0
260,5815.0,android,81.4,65,7,0.1627280798417368,0,0,6,1
261,3491.0,web,74.73,104,6,0.1360785583643961,0,0,2,1
262,8761.0,android,69.61,50,4,0.1578404914677028,0,0,7,0
263,3151.0,android,63.13,33,2,0.1292415066263555,0,0,1,0
264,4968.0,android,66.61,124,2,0.1488565978328182,0,1,2,0
265,6005.0,web,168.39,0,5,0.2712459811623584,0,1,6,0
266,2176.0,ios,45.82,40,6,0.1537410451874437,1,0,5,0
267,6809.0,web,134.26,144,6,0.2027889318009198,0,0,1,1
268,2148.0,android,61.18,140,5,0.0445105962835069,0,0,6,0
269,5704.0,web,160.08,109,7,0.0583217281104734,0,0,2,0
270,9529.0,web,-100.0,14,5,0.1136251485935689,0,0,3,0
271,6835.0,web,30.57,84,1,0.2057084941533036,0,0,3,1
272,1496.0,ios,74.54,174,4,0.2592119422598504,0,0,4,0
273,1969.0,web,40.66,39,8,0.2330305536289012,0,0,5,1
274,5819.0,ios,122.21,18,11,0.0,0,0,3,0
275,8723.0,android,51.76,11,5,0.3099937224236033,0,0,2,1
276,8346.0,android,43.67,115,5,0.1564202855247548,0,0,2,0
277,4266.0,web,223.39,114,6,0.1011261086019838,0,0,1,0
278,7280.0,web,36.86,135,10,0.2273879133909656,0,0,3,0
279,6882.0,web,80.15,128,8,0.11120379114347,0,0,7,0
280,9446.0,android,84.96,12,3,0.1325029513002726,0,0,7,0
281,7893.0,web,47.06,125,5,0.0421196495515226,0,0,7,0
282,4779.0,ios,8.78,160,7,0.2411894759007031,0,1,1,0
283,1937.0,web,100.5,89,4,0.1598695575937976,0,0,3,0
284,8196.0,web,84.68,171,3,0.2126539003026626,0,0,4,0
285,6108.0,android,10.96,93,8,0.1522219271904591,0,0,7,0
286,6734.0,android,68.17,58,3,0.334010018236077,0,0,5,0
287,8017.0,web,35.32,24,9,0.3213512354609877,0,0,4,0
288,2065.0,android,18.59,37,4,0.2735502500505247,0,1,5,0
289,1292.0,ios,78.43,8,4,0.0699950867479067,0,0,7,1
290,1424.0,android,103.06,54,7,0.1424077281443608,0,0,7,1
291,3828.0,ios,85.22,121,5,0.1320254786700994,0,0,6,0
292,7820.0,web,52.13,91,8,0.1705078563900557,0,0,3,1
293,6974.0,web,69.4,30,6,0.0,0,1,7,1
294,5805.0,web,57.26,76,7,0.3497450495551641,1,0,5,0
295,3107.0,web,7.85,162,5,0.0703053364908513,0,0,5,1
296,2359.0,ios,81.7,45,5,0.1721765771628196,0,0,1,0
297,3213.0,android,55.22,45,3,0.2421924288925055,0,0,7,1
298,8854.0,android,80.67,25,5,0.0527905401724082,0,0,6,0
299,7158.0,web,165.97,106,4,0.3413358627240571,1,0,4,0
300,3707.0,web,37.03,74,4,0.1741628263172618,0,0,5,1
301,7322.0,web,42.29,8,3,0.1943999228540334,0,0,2,0
302,7437.0,android,156.14,144,5,0.0,0,0,1,0
303,9535.0,web,20.88,127,6,0.2431943173018849,0,0,3,0
304,6701.0,web,39.82,55,7,0.1442692719278069,0,0,7,0
305,3640.0,android,105.58,178,11,0.0760809557350626,0,0,4,0
306,6929.0,ios,165.4,8,7,0.0880298652003167,0,0,5,1
307,2826.0,ios,72.32,61,7,0.2318139519382431,0,0,6,1
308,4007.0,android,132.01,108,4,0.2758032520642678,0,0,6,0
309,3884.0,web,53.7,104,8,0.3050684669880887,0,0,7,0
310,3874.0,android,125.72,39,3,0.1089849442236258,1,0,1,1
311,7951.0,android,80.48,57,9,0.3474277091795958,0,0,5,0
312,4584.0,web,97.93,146,6,0.1603652073552107,0,0,4,0
313,4764.0,ios,31.81,111,8,0.1386180603256713,0,1,5,0
314,2660.0,web,77.54,15,2,0.2402866434893715,0,0,3,0
315,6597.0,ios,64.8,177,7,0.2132376133869714,0,0,2,0
316,8033.0,ios,94.44,38,7,0.2759772572700644,0,0,4,1
317,2567.0,web,139.5,102,3,0.1672496466304293,0,0,5,0
318,4440.0,android,87.23,125,2,0.2004473243309438,0,0,6,0
319,6681.0,android,47.49,88,5,0.1453923581610786,0,0,1,0
320,7814.0,web,98.14,171,4,0.3040369856241152,1,0,3,0
321,5210.0,web,51.16,63,4,0.0,0,0,3,0
322,6952.0,android,110.74,162,4,0.149281059717398,0,0,4,0
323,1084.0,android,18.45,48,4,0.1931575690999572,0,0,3,0
324,2103.0,android,78.09,3,8,0.2375208705603875,0,0,4,1
325,8572.0,web,123.24,166,6,0.074524721715561,1,0,5,1
326,5497.0,web,69.11,70,6,0.1167042539036195,0,0,6,0
327,8562.0,web,92.38,110,3,0.1558408233291644,0,0,2,1
328,8040.0,kiosk,30.88,57,6,0.2003295906010181,0,0,3,1
329,3274.0,android,124.96,132,4,0.2909613803084252,1,0,3,1
330,8843.0,android,44.99,19,4,0.3595594063869479,0,0,1,0
331,1853.0,web,27.73,72,6,0.2849092449336816,0,0,3,0
332,4245.0,android,60.46,65,10,0.105682425010613,0,0,6,0
333,3262.0,ios,54.87,3,3,0.2275965166747049,0,0,6,0
334,8255.0,ios,58.83,126,6,0.320373058325194,0,0,4,0
335,2400.0,web,170.67,38,8,0.1670735131934959,0,0,6,1
336,6131.0,web,86.86,67,3,0.1615528992836169,0,0,1,1
337,7005.0,android,65.62,136,6,0.3242114173614931,1,0,5,1
338,7052.0,android,52.88,150,8,0.0702827176473099,1,0,3,1
339,9285.0,web,25.59,78,7,0.0033235691023187,0,0,1,0
340,9041.0,web,5.3,29,5,0.2788698108144762,0,1,2,1
341,1682.0,ios,50.3,165,5,0.0824599055978699,0,0,2,1
342,8930.0,ios,150.03,72,3,0.2135975899725695,0,0,1,0
343,8846.0,web,80.86,131,10,0.0545941813012483,0,0,3,0
344,1090.0,web,104.17,34,6,0.0,0,0,3,0
345,5241.0,android,33.79,90,3,0.2831306497120044,0,0,3,0
346,9336.0,web,71.78,69,4,0.0915546455525209,0,0,2,0
347,2607.0,android,81.66,123,9,0.1007122750362799,0,0,1,1
348,2080.0,web,201.01,109,8,0.294281667382521,0,0,3,0
349,3814.0,web,83.61,85,7,0.2756106756036415,0,0,7,1
350,5270.0,android,58.88,159,6,0.028728982432645,0,0,5,0
351,6187.0,android,23.04,158,6,0.21650020283433,0,0,6,0
352,8086.0,web,208.22,156,8,0.2802460574741322,1,0,4,0
353,9988.0,web,40.16,55,2,0.2338817970934837,0,0,2,1
354,9826.0,android,52.67,152,4,0.2433445081309594,0,0,6,0
355,6013.0,android,100.98,42,6,0.2509443192140166,0,0,1,0
356,2211.0,web,210.84,21,6,0.0729658804760471,0,0,6,1
357,7399.0,web,122.32,158,4,0.2841370134766918,0,0,4,0
358,7464.0,android,93.8,122,4,0.0848732049934918,0,1,7,0
359,4100.0,web,42.32,58,5,0.156147079363228,1,0,7,0
360,5651.0,ios,137.78,36,3,0.0394508784280152,0,0,2,0
361,4418.0,android,134.92,47,0,0.0509160506529897,0,0,1,1
362,8500.0,web,44.97,101,1,0.2298672864290215,0,0,2,0
363,4905.0,web,125.81,57,1,0.0970572831807474,0,0,6,0
364,2716.0,ios,21.96,19,8,0.1305034223497888,0,1,6,0
365,2014.0,web,98.35,123,5,0.2218723556174185,0,0,6,0
366,4450.0,android,34.46,149,5,0.0542924142370782,0,0,4,0
367,4093.0,android,27.52,135,9,0.2360756687093642,0,0,1,0
368,1614.0,web,17.53,102,7,0.0996586256835669,1,0,3,0
369,7251.0,ios,81.54,136,2,0.0639346595353767,0,0,2,0
370,5261.0,web,63.56,137,3,0.2485116558559705,0,0,1,1
371,5509.0,kiosk,19.4,136,6,0.2145660033551514,0,0,2,0
372,3058.0,android,79.16,72,6,0.1439606736539374,1,1,1,1
373,3723.0,android,54.91,152,4,0.1267835398983486,0,0,2,1
374,2574.0,ios,77.98,139,4,0.2208367809179114,0,0,6,0
375,2988.0,kiosk,97.46,56,5,0.0413601126209081,0,0,2,0
376,9274.0,web,-100.0,16,6,0.1353650509811901,0,0,1,0
377,2798.0,web,74.27,89,4,0.0548898110974284,0,0,7,1
378,5110.0,ios,25.74,69,8,0.1112418361652069,0,0,6,0
379,6806.0,web,59.48,101,1,0.2246723051886051,0,1,7,0
380,9514.0,android,69.8,11,1,0.347053847283006,0,0,4,0
381,4149.0,android,194.28,52,5,0.2101698886956395,0,1,2,0
382,6596.0,ios,41.24,37,5,0.1962134875620153,0,0,4,0
383,9346.0,android,59.1,119,5,0.2473612668296966,0,0,2,1
384,6906.0,kiosk,75.78,27,12,0.0502713128371379,0,0,7,0
385,9727.0,ios,54.83,7,5,0.3556732405444769,1,0,6,1
386,4767.0,web,91.66,155,5,0.0385834127512002,0,0,6,1
387,4420.0,ios,134.35,129,3,0.2420157972417868,1,0,6,1
388,8937.0,android,28.14,39,4,0.3701865135266809,0,1,2,1
389,4864.0,web,23.8,81,2,0.1355546781674529,0,0,4,0
390,2639.0,web,36.55,19,4,0.2943043502927316,1,0,1,0
391,2828.0,web,157.66,148,4,0.194204826509511,0,0,1,1
392,2451.0,ios,30.79,128,3,0.163745184633363,0,0,4,0
393,8368.0,ios,45.4,63,7,0.0555262541548866,1,0,2,1
394,7830.0,web,51.16,19,7,0.331635283162329,1,0,6,0
395,8707.0,web,116.17,118,4,0.0190586258683801,0,1,5,1
396,3339.0,web,42.03,75,6,0.2033552806326456,0,0,1,0
397,2230.0,web,188.19,74,6,0.0511856592512687,1,0,3,0
398,1628.0,web,31.26,143,4,0.1929696965673099,0,0,6,0
399,3649.0,web,31.68,104,3,0.0,0,0,6,0
400,4189.0,ios,78.85,52,9,0.1119848564630666,0,0,6,0
401,9119.0,kiosk,21.42,77,5,0.1923005509311603,1,0,4,0
402,9985.0,web,45.19,90,3,0.0,0,1,4,1
403,9174.0,web,125.04,179,2,0.1498779906288786,0,0,3,0
404,6226.0,web,9.05,179,5,0.1437187514468642,0,0,1,0
405,8609.0,android,211.05,33,5,0.2864548879273803,0,0,2,0
406,5014.0,web,157.64,138,6,0.0565216883155623,0,0,6,0
407,1248.0,android,56.06,150,6,0.1176569346469876,0,0,1,0
